5962.995239570699,11891.997063203795
5953.251699451958,11837.438587378934
5949.69763133892,11781.553680809024
5947.079959247425,11725.611860944282
5944.881844571005,11669.659819524517
5942.920473565858,11613.692551093143
5941.109970058309,11557.728419234085
5939.401768680559,11501.746827852121
5937.7672226574105,11445.767387705342
5936.187005539289,11389.783779674115
5934.648649709374,11333.82096290874
5933.141478109976,11277.832045529396
5931.659675162216,11221.857453223456
5930.197533048578,11165.87891343893
5928.750779680879,11109.886379738096
5927.316971866843,11053.907107049597
5925.893303017154,10997.929372734776
5924.477514682577,10941.943463974996
5922.991094013094,10885.963041242563
5921.2723487066105,10829.993396622129
5919.178283376255,10774.038091624607
5916.330721000952,10718.101167083878
5910.913213300568,10662.39683848198
5864.835112571716,10658.764733314514
5825.676499720546,10653.227400541888
5843.859665457638,10600.269515558723
5863.563227450941,10547.855648061377
5882.607090807054,10495.185417508823
5854.4875735118985,10478.97639297694
5799.589672282338,10489.616804912686
5801.468298766469,10437.106703804147
5810.288018465957,10381.822470698284
5820.132343631349,10326.68237981691
5829.789354429158,10271.529630479077
5829.263406455517,10225.21280413866
5775.389623666604,10240.504355447754
5721.018376477063,10251.729307451285
5709.077453613281,10199.68814086914
5711.689229770127,10143.755466106595
5716.987456386785,10088.01308777271
5724.04192782736,10032.456077752497
5732.689831595739,9977.138036419274
5743.170188808635,9922.125823310953
5755.770597990137,9867.574726775754
5768.763392899891,9813.099038420762
5773.575959406793,9765.629628114402
5719.4835955959425,9780.116959020103
5665.738321613411,9795.820989879936
5612.791664779186,9805.146271370351
5625.112811518615,9750.56601290488
5640.749899828224,9696.806608598956
5656.414820658581,9643.045914982285
5668.432718725759,9588.398424588027
5620.039690388048,9604.828315410577
5571.479809449986,9632.740448791534
5543.750538391323,9622.594280623569
5541.59703967307,9566.657271012082
5545.406027763197,9510.813254458613
5554.108891068293,9455.492324020712
5566.352954216695,9400.870457482239
5581.598399196773,9346.992939783158
5599.681051492691,9293.989438533783
5619.198030933738,9241.509319208562
5630.934200342745,9191.031585573219
5577.700523283333,9208.335705957375
5525.111174568534,9227.580015443265
5482.303987336543,9224.992895973473
5492.443220544384,9169.98772713549
5507.519965418229,9116.054810379326
5525.463250080431,9063.008232716687
5547.264313610942,9011.46031027319
5571.849299836002,8961.159552744793
5569.374605806108,8922.83802174867
5514.0402158364595,8914.239524109202
5458.403718057991,8907.894094462303
5450.66301161953,8880.21480627582
5483.155756471213,8834.620148177492
5515.713444744166,8789.048213893668
5547.148545459938,8742.715356266253
5577.10522857836,8695.4020454502
5603.714188382306,8646.197743275523
5561.841387285907,8665.15174115863
5514.568865867681,8695.17091831041
5466.990425839453,8724.697935831166
5430.9903697159225,8710.891839865673
5434.207783158874,8655.00929470908
5438.296607356441,8599.171836566267
5443.523077721094,8543.412395046777
5450.78167776151,8487.900362787812
5461.306274395296,8432.898646635143
5476.250479833938,8378.960701763906
5495.5683472155815,8326.406606788642
5515.0584180302685,8273.921191945905
5466.54801214808,8285.824377966856
5413.34546758316,8303.282022413972
5373.331002482126,8300.38061485601
5394.126372569208,8248.398609237362
5416.160253305856,8196.907893380696
5437.977280798057,8145.351014950464
5432.487749672029,8104.027987825568
5415.988955411594,8060.183408599929
5434.9363078176975,8007.563350491226
5459.27328099357,7957.142122590449
5482.266913443047,7906.083437871712
5447.81982083687,7909.743140900304
5407.2263473439525,7918.424980524724
5410.550964498156,7862.5361040107055
5416.438264668307,7806.841152482214
5423.9446101966805,7751.345390808998
5434.1763721915195,7696.303268497228
5447.751848460144,7641.9897242340685
5462.570561941364,7587.974554419867
5477.009610927329,7533.877424466515
5473.208045303647,7496.935149711484
5428.816111204214,7531.004910897464
5382.49058008194,7561.787710189819
5389.467997408277,7508.506529924596
5403.583256280563,7454.30783686908
5418.934244195412,7400.461724408082
5435.102048441631,7346.839973950837
5451.978070243408,7293.460287914574
5469.642936871574,7240.314853945851
5488.398140536216,7187.541618910267
5509.08055671386,7135.504218458082
5489.849793331232,7122.699516396155
5439.723602907732,7144.060600891011
5420.081970921456,7097.096613136775
5441.6573126345575,7045.460616728889
5465.285842844069,6994.687028179398
5487.212606207584,6943.174900780476
5507.215535998213,6890.867204239936
5525.254550289481,6837.851334253017
5540.974949891994,6784.101826855669
5553.372873902161,6729.510190761137
5550.02181096375,6693.58691342175
5501.52227726311,6721.504578349763
5497.6297541952645,6673.842921782087
5509.245719342638,6619.051523346512
5523.0232741671825,6564.777256936803
5538.634967391025,6511.007464831094
5555.859860099619,6457.713555329945
5574.728255283811,6405.001767346599
5595.609729109565,6353.040713998023
5618.058842121289,6301.755866854874
5596.081756591797,6258.671112060547
5606.896763611585,6207.980028205551
5633.404687194248,6158.648392696619
5660.870612446628,6109.853186787926
5688.510136881314,6061.139119018011
5715.6719156976815,6012.184017142983
5741.832054853163,5962.670742454677
5702.5591084307525,5959.408333851141
5667.2916979976,5950.920192586258
5683.743871362414,5897.393703233218
5701.832657353942,5844.396321679858
5722.792964261025,5792.483720725402
5746.198713443133,5741.595575652758
5771.873321336228,5691.838613741333
5800.0288979287725,5643.449690530052
